Vardas              Pavarde             Galutinis (med.)  
Vardenis2721        Pavardenis2721      4.50              
Vardenis2722        Pavardenis2722      3.00              
Vardenis2725        Pavardenis2725      4.00              
Vardenis2726        Pavardenis2726      3.50              
Vardenis2727        Pavardenis2727      2.50              
Vardenis2728        Pavardenis2728      3.50              
Vardenis2729        Pavardenis2729      3.00              
Vardenis2731        Pavardenis2731      3.50              
Vardenis2732        Pavardenis2732      4.50              
Vardenis2733        Pavardenis2733      4.50              
Vardenis2735        Pavardenis2735      3.00              
Vardenis2736        Pavardenis2736      4.00              
Vardenis2743        Pavardenis2743      2.50              
Vardenis2745        Pavardenis2745      3.00              
Vardenis2747        Pavardenis2747      4.50              
Vardenis2750        Pavardenis2750      3.50              
Vardenis2751        Pavardenis2751      4.00              
Vardenis2753        Pavardenis2753      4.50              
Vardenis2755        Pavardenis2755      4.00              
Vardenis2757        Pavardenis2757      2.50              
Vardenis2758        Pavardenis2758      4.00              
Vardenis2763        Pavardenis2763      4.00              
Vardenis2769        Pavardenis2769      4.50              
Vardenis2772        Pavardenis2772      4.00              
Vardenis2773        Pavardenis2773      4.50              
Vardenis2776        Pavardenis2776      3.00              
Vardenis2780        Pavardenis2780      4.50              
Vardenis2781        Pavardenis2781      4.50              
Vardenis2788        Pavardenis2788      3.50              
Vardenis2796        Pavardenis2796      4.50              
Vardenis2805        Pavardenis2805      2.50              
Vardenis2809        Pavardenis2809      3.00              
Vardenis2812        Pavardenis2812      4.00              
Vardenis2813        Pavardenis2813      4.00              
Vardenis2822        Pavardenis2822      3.00              
Vardenis2829        Pavardenis2829      4.50              
Vardenis2838        Pavardenis2838      4.00              
Vardenis2844        Pavardenis2844      4.00              
Vardenis2845        Pavardenis2845      4.50              
Vardenis2847        Pavardenis2847      4.50              
Vardenis2854        Pavardenis2854      4.00              
Vardenis2855        Pavardenis2855      4.00              
Vardenis2859        Pavardenis2859      4.00              
Vardenis2862        Pavardenis2862      3.50              
Vardenis2863        Pavardenis2863      4.00              
Vardenis2865        Pavardenis2865      4.00              
Vardenis2866        Pavardenis2866      3.50              
Vardenis2870        Pavardenis2870      4.00              
Vardenis2871        Pavardenis2871      4.00              
Vardenis2875        Pavardenis2875      4.50              
Vardenis2879        Pavardenis2879      4.50              
Vardenis2881        Pavardenis2881      4.00              
Vardenis2882        Pavardenis2882      4.50              
Vardenis2883        Pavardenis2883      3.00              
Vardenis2884        Pavardenis2884      3.50              
Vardenis2888        Pavardenis2888      4.00              
Vardenis2891        Pavardenis2891      4.50              
Vardenis2892        Pavardenis2892      4.50              
Vardenis2895        Pavardenis2895      4.50              
Vardenis2902        Pavardenis2902      4.00              
Vardenis2903        Pavardenis2903      4.50              
Vardenis2904        Pavardenis2904      4.50              
Vardenis2909        Pavardenis2909      2.50              
Vardenis2911        Pavardenis2911      4.50              
Vardenis2924        Pavardenis2924      4.00              
Vardenis2925        Pavardenis2925      4.50              
Vardenis2929        Pavardenis2929      4.00              
Vardenis2932        Pavardenis2932      3.00              
Vardenis2936        Pavardenis2936      2.50              
Vardenis2938        Pavardenis2938      4.50              
Vardenis2942        Pavardenis2942      3.50              
Vardenis2943        Pavardenis2943      2.50              
Vardenis2947        Pavardenis2947      3.00              
Vardenis2950        Pavardenis2950      3.50              
Vardenis2952        Pavardenis2952      4.00              
Vardenis2956        Pavardenis2956      4.50              
Vardenis2961        Pavardenis2961      3.50              
Vardenis2965        Pavardenis2965      4.00              
Vardenis2967        Pavardenis2967      4.50              
Vardenis2969        Pavardenis2969      2.50              
Vardenis2975        Pavardenis2975      4.50              
Vardenis2977        Pavardenis2977      3.50              
Vardenis2981        Pavardenis2981      3.50              
Vardenis2983        Pavardenis2983      4.00              
Vardenis2984        Pavardenis2984      3.00              
Vardenis2985        Pavardenis2985      3.50              
Vardenis2986        Pavardenis2986      4.50              
Vardenis2987        Pavardenis2987      2.50              
Vardenis2988        Pavardenis2988      4.50              
Vardenis2992        Pavardenis2992      4.50              
Vardenis2995        Pavardenis2995      4.50              
Vardenis2998        Pavardenis2998      4.50              
Vardenis3001        Pavardenis3001      4.00              
Vardenis3005        Pavardenis3005      3.50              
Vardenis3011        Pavardenis3011      3.50              
Vardenis3014        Pavardenis3014      4.00              
Vardenis3015        Pavardenis3015      4.50              
Vardenis3019        Pavardenis3019      2.50              
Vardenis3023        Pavardenis3023      4.50              
Vardenis3026        Pavardenis3026      3.50              
Vardenis3027        Pavardenis3027      4.00              
Vardenis3032        Pavardenis3032      4.00              
Vardenis3033        Pavardenis3033      4.00              
Vardenis3042        Pavardenis3042      3.00              
