Vardas              Pavarde             Galutinis (vid.)  
Vardenis1583        Pavardenis1583      2.88              
Vardenis1584        Pavardenis1584      4.12              
Vardenis1585        Pavardenis1585      3.56              
Vardenis1586        Pavardenis1586      3.28              
Vardenis1587        Pavardenis1587      4.20              
Vardenis1592        Pavardenis1592      4.72              
Vardenis1602        Pavardenis1602      3.36              
Vardenis1603        Pavardenis1603      4.48              
Vardenis1609        Pavardenis1609      4.16              
Vardenis1610        Pavardenis1610      3.32              
Vardenis1611        Pavardenis1611      3.32              
Vardenis1612        Pavardenis1612      4.12              
Vardenis1616        Pavardenis1616      4.64              
Vardenis1618        Pavardenis1618      4.28              
Vardenis1620        Pavardenis1620      4.44              
Vardenis1627        Pavardenis1627      4.24              
Vardenis1633        Pavardenis1633      4.88              
Vardenis1634        Pavardenis1634      4.88              
Vardenis1639        Pavardenis1639      3.88              
Vardenis1645        Pavardenis1645      4.36              
Vardenis1646        Pavardenis1646      4.68              
Vardenis1651        Pavardenis1651      2.52              
Vardenis1656        Pavardenis1656      3.96              
Vardenis1659        Pavardenis1659      4.40              
Vardenis1662        Pavardenis1662      4.12              
Vardenis1665        Pavardenis1665      2.84              
Vardenis1666        Pavardenis1666      4.08              
Vardenis1669        Pavardenis1669      3.84              
Vardenis1671        Pavardenis1671      3.20              
Vardenis1672        Pavardenis1672      4.12              
Vardenis1674        Pavardenis1674      2.20              
Vardenis1682        Pavardenis1682      4.68              
Vardenis1683        Pavardenis1683      4.56              
Vardenis1686        Pavardenis1686      3.72              
Vardenis1688        Pavardenis1688      4.64              
Vardenis1690        Pavardenis1690      2.72              
Vardenis1693        Pavardenis1693      2.64              
Vardenis1694        Pavardenis1694      2.64              
Vardenis1696        Pavardenis1696      4.32              
Vardenis1698        Pavardenis1698      3.36              
Vardenis1701        Pavardenis1701      2.12              
Vardenis1702        Pavardenis1702      4.40              
Vardenis1708        Pavardenis1708      3.28              
Vardenis1712        Pavardenis1712      3.16              
Vardenis1714        Pavardenis1714      2.92              
Vardenis1718        Pavardenis1718      4.04              
Vardenis1719        Pavardenis1719      4.24              
Vardenis1721        Pavardenis1721      3.92              
Vardenis1722        Pavardenis1722      3.56              
Vardenis1724        Pavardenis1724      3.52              
Vardenis1726        Pavardenis1726      4.76              
Vardenis1728        Pavardenis1728      3.56              
Vardenis1729        Pavardenis1729      3.80              
Vardenis1731        Pavardenis1731      3.72              
Vardenis1732        Pavardenis1732      2.52              
Vardenis1735        Pavardenis1735      3.48              
Vardenis1736        Pavardenis1736      2.28              
Vardenis1737        Pavardenis1737      3.92              
Vardenis1740        Pavardenis1740      4.12              
Vardenis1743        Pavardenis1743      3.52              
Vardenis1744        Pavardenis1744      2.96              
Vardenis1752        Pavardenis1752      2.64              
Vardenis1755        Pavardenis1755      4.84              
Vardenis1756        Pavardenis1756      4.60              
Vardenis1758        Pavardenis1758      3.44              
Vardenis1761        Pavardenis1761      4.04              
Vardenis1764        Pavardenis1764      4.96              
Vardenis1766        Pavardenis1766      3.68              
Vardenis1767        Pavardenis1767      4.68              
Vardenis1773        Pavardenis1773      3.64              
Vardenis1779        Pavardenis1779      3.44              
Vardenis1780        Pavardenis1780      3.68              
Vardenis1781        Pavardenis1781      3.96              
Vardenis1782        Pavardenis1782      2.44              
Vardenis1786        Pavardenis1786      3.84              
Vardenis1789        Pavardenis1789      3.80              
